tupi,portugues
RAM-A,predicativo: haver de ser.
RAM-BOER-A,"predicativo: desfazer-se, falhar, fra- cassar."
"RAMO. Preposiqão, com funcoes: a) por, como, na dignidade de, segundo? b) em.? s vezes é pre posicão de complemento predicativo. Com a preposipãd ""ramo"" e o parLicipio ""t-e-mi” forma-se um modismo cor- respondente no latim ao ablativo absoluto. Ex: o-ie-pó- eit-eyia r-e-m-epiak-amo: lavou as mãos ã vista da mul- tidao. Emp'regado muitas vezes no futuro com o sentido de: o que estã por (que seja), o que é para. 0","ikó precedido do particlpio '’pyra'' (raramente ""t-e-mi"") é modificado por ""ramo"". fi Sufixo: também do Gerúndio: de pro nome paciente. Se o tema do Verbo: acaba em vogal, recebe ""ramo"", se em consoante, ""amo"", se em vogal nasal, ""namo"" e, no negativo, ""eym-amo""."
RAMO,"de tempo: agora, de pouco, ultimamente, recen temente."
RAMO-Í,"ainda agora, agorinha mesmo."
RAIiA,"semelhante, parecido, o que parece mãs não é igual, pseudo, mal feito, tosco, grosseiro- fi oposto a eté. Ex: aba-rana: coisa que parece homem, mas não e. Em tupinambã é rã."
"RANHÉ. Partlcula subordinativa teraporal adverbial: primeiro, adiante, antes, entrementes. Com ver bo negativo: ainda. Nesse caso, ""ranhé"" vai no fim da frase. Claro ou subentendido, ""ranhé"" dã a frase, amiúde, o sentido de ""ser cedo"", ""ser muito cedo"". Ex: nd' e-i- ara: é muito cedo. = rãe. Vai sempre no fim da frase e com ela o","pode deixar de ir ao Gerúndio: Nas res- postas, pode omitir-se o gerúndio, e até mesmo ""ranhé""."
RAN-UQU,grosseiro.
R-API-XARA,"relativo: o próximo, o semelhante."
R' AR-A,"transitivo:= tomar, pegar, apanhar. Ex: xe-r-ar-a: eu pego."
RAY-R-U(jU,bepi enfadado.
"RE. PartXcula, con funcao de","subordinativo. Segue os pronones objetivos da la. e da 2a, pessoas. Ex: xe-re- ur: levou-ne consigo. Kde r-e-r-ur: levou-te consigo."
R-E-ITYK-A,"""ityk"""
R-EKO,"transitivo: irregular:: combater, estar, estar com, fazer com, fazer estar, governar, guardar, man- ter, possuir, segurar, ter, tomar conta de, tratar, zelar. 0 ""r-"" é indice."
R-EKó-AIB-A,"transitivo: maltratar, inju- riar."
R-EKó-ANGATURAM-A,transitivo: tratar bem.
R-EKó-KATU,"transitivo: tratar bem, afagar a cabeça de. r-ek5-angaturam-a. 0,, l r-"" é Indice."
R-EKó-MARA,"transitivo: castigar, punir, prejudicar. 0 ""r-"" é Indice."
R-EKó-MEMUÃ,"transitivo: injuriar, maltratar, enganar, prejudicar. 0 ""r-"" é indice de classe."
R-EKó R-EKó,"transitivo: irregular: durativo e iterativo, pela duplicação: confundir, dizer e des- dizer, enrolar (conversa, mentira). A duplicação também dã forma imperfectiva, com funcao depreciativa."
R-EKó-UKAR-A,"transitivo: irregular: entregar. 0 ""r-"" é"
REMA,fedor. Adjetivo: fedorento. Nasala-se em nema »
REM—A,"factivo: ser fedorento. Ñasala-se em ""nema""."
REME,"e conjunqão causal: casfe que, como, o que é de, o aue é para, porque,. quando, se, visto que. E um dos su- fixos de ""gúara"". Ex: xe-có-reme-ndúara: o que é do tempo de eu vir (o que se refere ao tempo de eu vir).. Na forma negativa, usa-se ""eym-e"". 0 Verbo: regido por ""-reme"" equivale ao Gerúndio: É de rigor guando o su- jeito da oragão principal e o da subordinada sao diversos."
"REME-MO. Conjuncão cora funqão condicional ou causal.-É uma das forraas do infinito receber a causal ""mo-"", pelo acompa nharaento de ""-reme"". 0 significado é dado pelo",a que se pospoe.
"R' ENO. Infinito, gerúndio, conjugacão subordinada dos verbos de","""no-"", quando precedido de objeto."
R-ERé-KOARA,depositãrio.
RERI,"ostra, bivalve da farallia dos ostreideos gênero Ostrea."
REI-AP? IA,"craca, crustãceo da famlilia dos ba lanldeos."
RERl-KUl,: t cai.
"R' ERO. Infinito, gerúndio, conjugação subordinada dos verbos de","""ro- H, quando precedido de objeto. 0 significa do é dado pelo Verbo: a que se junta."
R-ETAMA,"pãtria. 0 r-"" é relativo."
"R-EYI^l,","forama relativa de ""t-eyia"": multidão."
RIRÉ-É,ainda mesmo depois de.
RO,"objetivo, de Verbo: causativo-conutativo. For- i?. a verbos transitivos e con ele o sujeito tarabéra par- ticioa da acao do objeto e pelo menos entre o sujeito e o objeto hã alguna conexão especial. Com esta par- ticula o Verbo: não tem pronone objetivo da 3a. pessoa."
RO,olho furado ou sacado.
RO-ABã-ItE,"transitivo: ter. er, recusar."
RO-AM-A,"transitivo: estar de pé. S o Verbo: ""ara” com Prefixo: obietivo: coisa que'estã em pé, manter de pé, fazer estar."
RO-APÍ-R-AR-A.’,transitivo: derribar caindo junto.
RO-APYAM-A,transitivo: descer com.
RO-AR-A,"transitivo: 1 cair com, arrebatar, irruir sobre. 2 Lancar barco ao mar. 3 Saltear."
ROBA,amargo.
ROB-A,intransitivo: amargar.
ROB-A-CEM-A-gUPÉ,transitivo-relativo: chegar com.
ROB-A-CEM-A-PÉ,transitivo-relativo: chegar com.
RO-BAK-A,"transitivo: virar, mudar ae direcão."
RO-BÍAR-A,"transihivo: crer em, acreditar em, dar fé a, ter fé em."
RO-BO-BO,"transifcivo: falar ao ouvido de, A duplicidade é de realce."
RO-BUR-A,"transitivo: assomar com ou de, brotar com ou de, emergir com ou de, surgir com ou de, tirar de den- tro, tirar debaixo de."
RO-BYK-A,"transitivo: chegar-se a, juntar-se a."
RO-QÃ-PUK-Al-A,"transitivo: +apregoar, publicar, anun- ciar."
RO-CEM-A,"transitivo:: fago sair, toco-o comigo."
RO-gYK-A,transitxvo: chegar com.
RO-GOE-I-YB-A,"transitivc: descer com, descarregar, fazer descer. » ro-Í-yb-a."
RO-lAB-AB-A,transitivo: fingir com.
RO-lACÉ-0,"transitivo: deplorar, lamentar, 'chorar."
RO-lA-YBYK-A,transitivo: reverenciar.«
RO-lE-BYR-A,"transitivo: fazer voltar consigo, repetir, voltar cora, tocar para trãs."
RO-IKé,"trans'itivo regular: acolher, levar comigo, entrar com, hospedar, recolher, carregar para den- tro, fazér entrar, introduzir."
RO-IN-A,"transitivo: estar parado com, estar sentado ou de joelhos; ter consigo."
R0-Í-YB-A,"transitivo-relativo: abaixar, descer de, descarregar. Tem reçéncia de ""gupé"" para pessoas e de ""cui"" para animais ou coisas."
RO-I-YB-A-CUl,transitivo: descarregar (coisa ou ani- mal.
RO-I-YB-A-^UPÉ,transitivo-relativo: descarregar.
R0-KA-KAR-A,"transitivo: acercar-se de, aproximar-se."
R0-KAR-AR-A,transitivo: aproxiraar-se.
RO-KOEM-A,transitivo: amanhecer com.
RO-K0AB-A,"transitivo: passar com, levar de passagem, fa 2 er estar."
RO-K0AB-A OBA-KÉ,transitivo: apresentar.
RO-K0Ã-KA-AR-A,"transitivo: levar sucessivamente, pas"
RO-K0Ã-KA-AR-A,sarem sucessivos.
RO-KUB-A,"coisa que esta deitada. Verlpo transitivo: estar com, estar deitado. 2 Ter, possuir."
RO-NHAN-A,"transitivo: simular fugir, correr com ou a."
RO-NHE,"causativo. Como intiransitivos, os reflexi vos admitem ""mo-"" ou ""ro-"". Ex: nhe-ang-u: recear. IJo- nhe-ang-u: recear por."
RO-NHE—ANG-U,transitivo:: recear por.
RO-NHE-ENG-A,"transitivo: tanunciar, apregOar, publicar."
RO-NHENG-A,transitivo: corrigir. =-no-nhen-a.
RO-PIÃ,tr|tnsitivo: desviar-se com.
RO-POR-A,t'ransitivo:
RO-POR-A,"estar- com conter, estar cheio de. 2 Saltar. i"
RO-PUAN-A,transitivo: ameacar.
RO-PYTA,"transitivo: ficar com, parar em, parar com, deter. rorE"
RORÉ,encovado.
RORÉ,tupinização da palavra Lourenqo.
RO-TEN-A,"transitivo: firnar-se com, fixar-se com."
RO-Tl,intransitivo: envergonhar-se.
RO-UB-A,"transitivo:'deitar-se com, ter ou possuir. 2 Fazer estar."
RO-UR-A,coisa que ven.
ROY,"frio. i Ano. 2 Inverno (frio, não estiagem como é a acepcão setentrional). Adjetivo: fresco, frio."
ROY,intransitivo: esfriar.
ROY-BORA,o que tem frio. Adjetivo: friorento.
ROY-QANGA,"fresco, frio."
ROY-QANG-A,intransitivo: esfriar.
RO-YG-AQAB-A,transitivo: atravessar o rio com.
ROY-tU-KYRA,geada. t Neve.
RO\'-NHE-MO-PY'-QANG-A,geada. t Neve.
RO\'-NHE-MO-PY'-QANG-A,roy-iu-kyr-a
RO-YR0,"'transitivo: detestar, desprezar, enjeitar, es- tranhar, odiar, recusar, refugar, rejeitar, renegar, re nunciar, reprovar, tachar de defeituoso."
ROY-RYPYAK-A,geada. t Neve. Em tupinambã é rypvaka.
ROY-0,transitivo: dar de beber ãgua a.
"RUS. Particula de nega^ão. Tem vãrias funções, todas em posi- qao negativa: a) negativa: serve para negar frases in- teiras, e membros da oracão. As vezes prescinde da ne gativa ""nde""; b) interrogativa: assumindo a acepgão du bitativa, como: deve ser. Quando o","é predicativo e o ccmplemento é um substantivo, pronome, participio ou advérbio, em ve"
"RUS. Particula de nega^ão. Tem vãrias funções, todas em posi- qao negativa: a) negativa: serve para negar frases in- teiras, e membros da oracão. As vezes prescinde da ne gativa ""nde""; b) interrogativa: assumindo a acepgão du bitativa, como: deve ser. Quando o","do ""i"" eufonico intercala-se ""rua"" entre o sujeito e o complemento. Os nomes de pro fissao e os verbais admitem ""ruã"". Ex: nda ixé ruã pale não somos pajés."
R-UB-A,"transitivo:‘deitar-se com, ter ou possuir. a Fazer estar. Substantivo: coisa que estã deitada ou' estendida.= ro-ub-a."
RUBIXABA,chefe superior. Em tupinambã é ruvi- xave.
R-U'-ME,"""iub"" no infinitivo. Radical ""ub"". S de classe conum: estar deitado. Ex. xe r-u'-me."
RUNG-i,"defectivo: arranjar, armar, pór. Só se empreaa com o objeto incorporado. Ex: a-mundé-rung armei o alcapao."
R-UR-A,"transitivo-causativo-comutativo irregular: trazer, fazer vir, vir com. Infinitivo de ""ur"""
"R-UR-I. Conjugação subordinada de ""ur"" = vir,","transi- tivo-causativo, comutativo irregular. Composta de ""ro"""
"R-UR-I. Conjugação subordinada de ""ur"" = vir,","""ur"": trazer, fa"
"R-UR-I. Conjugação subordinada de ""ur"" = vir,",no imperativo também r-ur-i.
RURU,"factivo: estar inchado, estar embebido, estar prenhe. Substantivo: inchago, tumide"
RURU,", umidade. Adje- tivo: prenhe, empapado, molhado, inchado, túmido, u- mido."
RURU,"intransitivo: inchar. Verbo: factivo: estar inchado. Adjetivo: embebido, inchado, prenhe."
R'URU,"uru, ave da familia dos fasianideos, gi nero Odontophorus."
RURU-NH'-Y-NG-A,intransitivo: desinchar.
RYRYl-A,"tremor. Adjetivo: trémulo. Verbo: in- transitivo: tremer. A silabação repetida indica ação continua ou de Verbo: primitivamente iterativo, que perdeu sua forma simples."
T,de classe superior. Não fa
T,parte do tema e tem varias funcoes: a) cora verbos transitivos
TA — Prefixo-,"Precede o indicativo para formar o per missivo, perdendo a vogal ""a"" antes de palavra comegada por vogal ou da semivogal "" 1 "". Neste caso é igual a ""t-"". Afixo: verbal de modo"
TÃ,"transitivo: na forma gerundiva: tomando. O Verbo: é ""ar-a"", precedido do Prefixo: de classe ""t-""."
TAA!,de carinho: mano! senhor! (reverencial). Em guarani é tapiã.
TAB-A,"Uma das formas fonéticas de ""g-aba""."
TABA,"aldeia, cidade, taba, povoagão, povoado, vila."
TABA PE-MIMB-ABA,t muro.
TABA-PIAQABA,t muro.
TABA-PYACABA,t muro.
TAB'-EBIRA,fim do povoado.
TAB'-E-R-EKó-AR-Ã,chefe na aldeia.
TAB'-ETÉ,"aldeia grande. t Cidade,"
TAB'-EYMA,"despovoado, deserto."
TAB'-UQU,t cidade.
TABUlAlÃ,variedade de cegonha.
TAB'-YPY-RUNG-A,intransitivo: fundar aldeia.
TAQY,"formiga, como elemento de com- posiijão. 0 ""t"" é tematico."
TAQY-AÍ,"espécie de formiga, inseto himenéptero, da familia dos formicideos."
TAQY-BA,espécie de formiga.
TACY-BURA,espécie de formiga.
TACY-CEMA,espécie de formiga.
TACY-MIRÍ,espécie de formiga miuda.
TACY—PITANGA,espécie de formiga vermelha.
"T'AÉ. Particula afirmativa, apócope de ""te""","aétadvéibiu: inesmo, verdadeiramente)."
TA-GAlBA,"agilidade, ardor, presteza. 2 Valentia."
TAGUÍ,variedade de barro amarelo.
TAGUÍ-PIRANGA,almagre.
TAGUA-TO,variedade de gaviao. t Falcao.
TÃl,": tenrozinho. Ex: kunha-tai: mulher tenrazinha, menina."
TAI,": tenrozinho. Ex. kunhã-tai: mulher tenrazinha, menina."
T-AlA,"o ardido, travo."
T-Al-A,"intransitivo: arder, queimar (ao paladar), travar."
T-A1a,"dente. Em tupinambã é tai. O ""t-"" é Indi- ce de classe superior."
TAÍ-ACU,"porco-do-mato. t Porco domãestico. É das poucas palavras era tupi que adniitem""agu"" em ve"
TAÍ-ACU,"de ""ugu""."
"TAl-ACU-ETÉ,","porco-do-mato. S das poucas palavras aue admitem""agu"", em ve"
"TAl-ACU-ETÉ,","de ""ugu""."
TAI-ACU-GOAIA,": porco domãestico, animal da ordem dos artiodãtilos. é das poucas palavras aue ad- mitern ""agu"", em ve"
TAI-ACU-GOAIA,"de ""ugu""."
TAI-ACU-PYTA,"porco-do-mato. é das pou- cas palavras que admitem ""agu"", em ve"
TAI-ACU-PYTA,"de ""ugu""."
TAl-Agu-TIRIKA,"porco-do-mato. E das pou cas palavras que admitem ""acu"", em ve"
TAl-Agu-TIRIKA,"de ""ugu""."
TAlA-gYKA,"amboré ou maria-da-toca, peixe da fami- lia dos gobldeos, gênero Bathygobius."
TA-I-GAlBA,"agilidade, fortaleza, vivacidade."
TA-I-GAlBA,", vivo, servigal. 2 Valente. 0 ""t"" é temãtico."
TAITETU,"cateto, caititu, animal da familia dos taisonideos, gênero Tavassu."
TAK-A,"estalo, estalido, o aue dã estalo."
TAK-E,intransitivo: irregular: estalar.
"T'AKó. Particulas agrupadas, com funqão de","Apó cope do composto ""-te"""
"T'AKó. Particulas agrupadas, com funqão de","""akó"": este (s), isto, eis aqui, aquele{a)(s)."
TAKOAR-EÉ-NDYBA,tcanavial.
TAKOA-TYBA,taquaral.
TAMANDUA,"tambanduã, mamifero da familia dos nurme- cofideos."
TAMANDuA-RÉ,"Tamandaré, nome de uma entidãde mitica do dilúvio, segundo os tupis. Insinua vestigios do tote- mismo pela ilação cora um animal."
TAMARU,"tambarutaca, ura crustãceo estomatópo- de, de grande porte."
TAMARU-TAKA,"tamburutaca, crustãceo estomató- pode de grande porte."
TAMATlA,"colhereiro, ave do genero Ajaia."
TAMBARU,"tamburutaca, crustãceo de grande por te, estomatópode."
TAMO-ATA.',"espécie de cascudo, peixe da farailia doe loricarldeos."
TA-MO-NHANG-A,"intransitivo: edificar ou fundar aldeia, povoar."
TAMY-PAGUAMA,"avós, antepassados bera antigos."
TANG-A,": tenro.: Crianca. Adjetivo: delicado, maaiO"
TANG-A,"tenro,"
TANGARA,"tangarã, ave da farailia dos piprideos."
TANI-MBAKA,cinza.
TA-OKA,variedade de formiga.
TAPA-KURA,"liga / jarreteira,"
TAPS¡,"senhora!,"
TAPENA,espécie de andorinha.
TAPERA,"aldeia abandonada, aldeia extinta É um preterito substancial irregular, vem de tap-uera: al- deia que foi)"
TAPERÃ,andorinha grande
TAPER-ANA,entalhe
T-A. PI,irmão mais moco ou filho mais mogo
TAPIÃ!,de carinho: mano!-
TAPlI-ARA,"morador do lugar, da aldeia"
TAPIÍ-KABA,"t manteiga,"
TAPIÍRA,"anta, da familia dos tapirideos, gênero"
TAPIÍRA-pE,caminho da anta. Astronomia: Via-
TAPIÍRA-RAÍY-GOera,"Olho-de-Touro,"
TAPIÍR-AJRGANA,"tboiadeiro, vaqueiro."
TAPIÍR-EgÃ,"olho-de-boi, peixe da familia dos ca rangideos, gênero Seriola."
TAPIiR-E-PANAKU,tcarreta.
TAPIÍR-E-R-EKO-ARA,"boiadeiro, vaqueiro."
TAPIÍR-ETÃ,"anta, animal da fam"
TAPIÍR-ETÃ,lia dos iapirideos gênero Tapiurus.
TAPIÍR-UQU,"anta. t Boi, vaca."
TAPI-KURU,"nome de varias aves, da familia dos ibidideos"
TAPITI,tcoeliio. Astronomia: Constelagão da le- bre.
TAPITI-GUAQU,"t asno, burro."
TAPI-UIA,espécie de abelha.
TAPI-U-KABA,espécie de vespa.
T-API-XARA,"o próximo, o semelhante."
TAPUÍ-A,"'choca, choupana, ramada. 2 Barbaro 3 Escravo. ‘‘Tapúia.."
TAPUI-PERA,cscrava.
"TAPuRU,",especie de verme de imundlcies.
TA'-PY^ACU,aldeia nova.
TAPYÍ-A,"choqa, choupana, ramada. 2 Bãrbaro. 3 Es- cravo. ‘'Tapúia."
TAPY-I-TINGA,t indu.
TAPY-I-UNA,"t negro, preto."
TAPYOK-Y,vinho de tapioca.
TAPYYlA,"bãrbaro, escravo, tapúia."
TAPYY-I-PERA,escrava.
TAPYY-I-TINGA,indu.
TAPYY-I-UNA,"t preto, negro."
T-AR-A,"transitivo: apanhar. E o infinito de ""ar"""
TARA,"particlpio: o que dã. Forma de ""gara"" quando a palavra a aue se junta termina em ""I"". Ex: poi-tara: o que dã o alimento."
TA-R-ACANGA,espécie de formiga.
TA-R-A-GOyra,"lagartixa, réptil lacertideos."
TARAIRA,"traira, peixe da familia dos caracldeos, gênero Hoplias."
TA-R-AKU-TINGA,espécie de formiga.
T-AR-I-,"transitivo: conjugação subordinada de ""ar"": to- mar, pegar, apanhar, na 3a. pessoa,"
T-ATA-ENDY,"chama de fogo. S composigão de ter- mos. T-atã-r-endy, mesmo significado, é justaposiqao de termos."
TATAK-A,"espécie de_ra. 0 ""t"" é teraãtico. Subs- tantivo: batida, palpitacao. Ajetivo:'batido. 2 Tiritan te. 3 Som, estalo, barulho. Verbo: intransitivo: 1 bater. 2 Tiritar. 3 PaIpitar. ''Estalar, soar."
T-ATA-R-ENDY,chama de fogo. S justaposi
T-ATA-R-ENDY,"ão de termos, T-atã-endy, mesmo sentido, i justaposigao. t-atA-py"
T-ATA-P,"brasa, carvao. 0 ""t-’ 1 é indice de claS se."
TA-Tl-APYRA;,"entrada da aldeia, confins ou fron teira de una nacao."
TA-T-OBA-PY-G0aRA,natural ou morador da fron - teira.
TATU,"tatu, mamlfero da familia dos dasipodideos, vãrios gêneros."
TATU-ETÉ,tatu-verdadeiro.
TATU-PEBA,uma espécie de tatu chato.
TATU-RANA,espécie de vespa.
T-ATY,esposa. Raro e só se en- contra em composicao.
TA-TYBA,: lugar de muitos bairros.
TA-TYB-EYMA,"deserto, despovoado."
TAOBA,fantasma. Mitologia: nome de um duende.
TaOb-Y-MANA,nome de um duende.
TAO-lE,"logo, depressa."
TAÚ-PÉ!,de carinho:
TAÚ-PÉ!,"mano!. 2 Senhora! (reverencial, ego homem)."
TAY-GAÉBA,"1 agilidade, ardor, presteza. 2 Valen - tia. Adjetivo: i ãgil, ardoroso, esperto, presto, servi- gal. 2 VaIente. Em tupinambã é tay-cive."
TAYTETU,"cait. itu, da'famiiia dos taissuideos, gé- nero TayaSsu. 47?"
TE. Particula-,"Tem vãrias funcoes: a) dubitativa: principalmente em frases interrogativas ou até mesmo com a fungao de negar: mas, senão; b) de realcé, dando idéia de obrigacao: é aue; c) de conjuncao temporal: antes; d) permissiva: afim de que, para que, qute. Po- de juntar-se ao verbo, se afirmativo; e) adverbial: en fim, finalmente, ultimamente, ser. ao quando, eis que, a té aue enfim. Pede gerundio; f) ilativa. Nasala-se em ""de-""."
T-E,"de classe superior, raramente inferior. ñntes de vogal: ""t~“. Ex: t-ata: fogo."
Tfi1,de alegria: ó! éta!
TEBIRA,sodomita. Adjetivo: nefando.
T-E-CARAl-T-ABA,coisa esquecida.
"Sentido passivcr de ""caba"", com",intransitivo:
TE-É. Partlcula com o,"""é"""
TEfi,"muito diferente, sem motivo."
TEI-KOAR-EYHA,"espécie de caracol, de caramujo."
TEI-KUÍ-TA-TINA,espécie de lombriga.
TEl-TEl,"pãssaro da familia dos traupideos, gé nero Tanagra, chamado tié, teitei, gaturamo ou grunha- tã."
TElO,"lacertldio, lagarto da familia dos teideos, gé nero Tupinambis."
TElO-ACU,"lagarto grande, da familia dos teideos."
TEÍO-GOa^U,"teiu grande, da familia dos teideos."
TEIO-NHANHA,espécie de lagartixa.
TEK É,intransitivo: irregular: estalar.
TEK E NHANDU-P. UÍ.!,de conselho: olha! Não!
T-EKO-AIBA,"‘mau-cosfume, mal-estar, incomodo. 2 Menstruagio."
"T-EKó-ANGAIP-ABÃ,",t pecado.
TEK-O-AR—AIBA,"necessidade, privacao. 0 ""t"" é temãtico."
TEK-O-AR-AI-BORA,"’fugitivo, o que vive pelo ma- to. 2 Privaqao."
T-EKO-gOaba,"discrecao, entendimento, instinto, juizo. Adjetivo; discreto, ladino, sapiente."
T-EKó-GOAB-AR-A,predicativo: ser jovem.
T-EKó-GOab-EYMA,"falta de entendimento, ignoran cia. Adjetivo: ignorante."
T-EKó-kOap-A-ABA,conhecimento.
T-EK0-k0ap-A-BO,conhecimento.
T-EKó-KOap-A-PE,conhecimento.
"T-EKó-KU-GOABA. Subsctantivo: discregão, entendimento, instin yo, julzo,","discreto, latino; sapiente."
T-EKó-KU-GOAB-ARA,intransitivo: legislar.
T-EKó-KU-GÚAB-EYMA,"falta de entendimento, iS norãncia. Adjetivo: ignorante."
"T-EKó-MO-NHANG-A,",intransitivo: legislar.
T-E-MBET-ARA,": tembetã, qualquer objeto duro qué os Indios introduziam no suro artifici- al do lãbio inferior, exceto o botoque."
T-E-MBETAR-APUA•,: tenbetã comprido (oualquer objeto duro que se introdu
T-E-MBETAR-APUA•,"no suro artifical do lãbio inferior, exceto o botoque."
Y-E-MBI-ARA,"capa, pesca."
T—E-MBI-AUCUBA,escravo(s).
T-E-MBI-O,comida. - jnbi-ú.
"T-E-MI. Participio: passivo de agente expresso. Em acordo com a funcao sintãtica, podo substituir o","relativo, que não existe em tupi: que, o qual, aqueles, a que."
T-E-MI-MBABA-ÍAGCara,"cão. Forma com que cs In dios distinquiam ""iaguar"" do cao domãestico."
T-E-MI-MBORA-RA,a coisa sofriãa.
T-E-MI-MBOTARA,a coisa desejada.
T-E-MIMBY,"o soprado, flauta, gaita."
"TE-MO-MAI Particula que forma o optativo com o indicat¿ vo verbal, e que pode modificar advérbios. Estã no carater",oxalãl
TÉ-UMÉ-NHANDU-RUA1 __ TENHé 4,"adverbial: ã toa, debalde, de graca, falsa- nente"
TÉ-UMÉ-NHANDU-RUA1 __ TENHé 4,"indevidanente, injustamente, seu causa, sem fi- nalidade, sem outro notivo,"
TENHÉ-I-A,"bravata, fãbula, lorota, 0 ""t 11 e te-"
T-E-NO,"de companhia. Quando precedido o Prefixo: ''no-' 1 r vem um ""e"""
TEB-MbOera,"os mortos tque sepultavan com grande ceremBnial como se partissem para uma longa viagero)"". No te-se a semelhanca com Deus em grego ou o tupi Tupã"
TEPITI,prensa
T-EPOTI,"escremento, fezes"
TERA,nome
TERE-POMONGA,sangue-suga
T-E-RO,"de companhia Quando precedido o Prefixo: ""ro-'V, de objeto direto, recebe um li 'e M. - t-e-no."
T-E-R-OK-Ã-PYR-EYMA,:
T-E-R-OK-Ã-PYR-EYMA,pação
TETIRUA,"indefinido: qualqner, quaisquer, todos, da mesma maneira, Pospoe-se ao sujeito"
T-E-TYMA,perna. É mais usado do que tymã.
TÍ,de espanto ou zombaria: veja issol
TI,"transitivo: arraar (rede), amarrar, atar."
TI,"dianteira (em geral), bico, focinho, nari"
TI,", proa."
TI-APYRA,"dianteira, o que vai na frante, guia, vanguarda."
TI-QUl,"transitivo: envergonhar-se de, ter vergonha de."
TI-JST'S,de enfado: ãa l
"T' IKO. Partlcula ""-te"" de realce agrupada ao","""ik5"""
Tl-KUPÉ-ARA,t proa.
TI-MBARAB-A,pintado ou salpicado de branco. Verbo: intransitivo: pintar ou salpiear de branco.
TIMBOR-A,"bafo, pó, poeira, vapor. Verbo: in- transitivo: deitar fumaca, empoeirar, fumegar. 0 ""t"" e temãtico."
TÍ-MbOERA,castanha do caju.
Tl-MUKU,"; agulha, peixe da faml lia dos belonldeos, gênero Strong ura. Entomologia: gorqulho, inseto coleóptero."
TINGA,"irregular: br. vuco, ei. joativo, fastidiosc- 0 ""t"" é temãtico. Em tupinambã é tl."
TING-I-AR-A,transitivo: embarbascar. - tingy-i-ar-a.
TIN-GOAQU,"alma-de-gato, ave da famiLia dos cuculideos."
TINGUY-I-AR-A,"transitivo: eribarbascar, envenenar com tinguy. - ting-i-ar-a."
TININGA,] seco
TININGA,"maduro,"
TININGA,"Magro, tubercuioso,"
"TINING-ATÃ,","seco, endurecido, mirrado, peco. 0 ""t 11 e temãtico"
TIRIK-A,intransitivo: estalar.
TIRUA,"mesino, sequer, ao menos, nem mesmo, ate mes mo, ao menor."
TI-TINGA,"mancha branca na pele. A duplicação é. indicativa de intensidade. 0 n t,! é temãtico. ~ pi-tinga."
TITÍ-TI-TINGA,"muitas ou vãrias manchas brancas na pele, ou manchas de impigens. A duplicagão é de exa gerada intensidade."
TITOl,de earinho: sobrinha!.
TO!,"de chamamento. Exnressa também espanto, pelo tamanho de alguma coisa ou pessoa: de quem afinal, en- tendel Ã! Sim!"
TOBÃ-TINGA,barro branco.
TO-E-S!,"6! Sim! Jã, entendo! Jã me lembro!"
TOÍ!,de carinho: mana!
TORYPABA,"t felicidade, alegria, festa, ventura."
TUBA,pai.
TUB-EYMA_,5rfão de pai.
TUB-I-XABA,io pai vigilante): chefe ou principal. - mor-ub-i-xaba.
TUBYRA,"empoeirado, 0 14 1"" é tematico."
TUBYR-A,"intransitivo: estar reduzido a po, estar cheio de pó."
TUBYR-OK-A,"transitivo: tirar o po de T espanar, esco - var."
TUGOy,"sangue humano,"
T-O-I,"factivo: ""ub"""
T-O-I,"orma é da con- jugagão subordinada de ""lub""."
TUI-A,"intransitivo: regorgitar, transbordar, extrava- sar."
TUÍA-BAE,"velho. 0 ""t"" é tematico.  tul-bae Subs tantivo: o velho. Astronomias nome de uma constelação. tuIA-pute-Tuba"
TGI-BAE-PAGCama,"antepassados, ar. tigos avós,"
TUI - NDARA.^,"coruja-de-igreja, ave da fanilia dos titcnideos, genero Tyto, tCI-P-ARA. Ornitolcgia: varxedade de pericuito, ave da fair. ilia dos psitacideos."
TUÍU,barro.
TUlUÍU,especie de cegonna.
TUlUK-A,"atolpiro, lama. Vcrbo intransitivo: apodrecer, estar ou ficar estragadc-"
TUlUK-UCU,lanacal # lodacal.
TUÍU—MUMUNA,"brejo, lodacal, iaragal, pantano. """
TUlU-TINGÃ,barro branco. Em guarani é tulu-ti.
TUKA-MBIRA,papo de tucano.
TUKURA,"gafanhoto, inseto ortóptero, da subor- dem Acridoldea."
TUMBEK-A,"covarde, fraco, frouxo, mole. - membek-a."
TUMUNG-A,"intransitivo: estremecer, balancar-se, sacu- dir-se"
TUNGA,"bicho-de-pé, inseto da familia dos hecto- psilideos, gênero Tunga. 0,"
TUNGA,"t"" é tematico. En tupinambã é to."
TUNG-UQU,"pulga, inseto sifonãptero ou suctãrio."
TUNHÃ-BAE,velho. A. djetivo: velho.
TUNUNGA-ÍUBA,t aifinete.
TUPÃ,génio do trovão e do raio. t Deus. 0 l
TUPÃ,"t"" é temãtico."
"TUPÃ-AR-A,","transitivo: t comungar, o ""t 11 é temãtico."
TUPÃ-BERAEA,"raio. Literalmente: Deus resplan- decente. 0 ""t 11 é temãtico."
TUPA-CY,"t N. Senhora, ¡Mae de Deus. 0 fl t fI é temãtico."
TUPÃ-ENOI-A,transitivo: t jurar.
TUPÃ-E~R~0-gOatÃ,t procissão. Verbo: intransi- tivo: fazer procissao.
TUPÃ-MB-URU,intransitivo:
