tupi,portugues
OB'-A.,.
OB'-AQY.,(rosto ou olhos dolentes): carrancudo.
ObA-GUA-MOIN-A,transitivo: fazer entradas na ca- bega.
ObA-GU-ANG-A•,"transitivo: pintar ou riscar o rosto (com urucu, etc.)."
ObA-I-A.,"frente, lado contrario, parte con traria. ej Q O o CpCS>"
OBA-I-ARA.,"1 inimigo (da naçao) r o contra rio. 2 0 fronteiro. 3 Cunhado do homem, irmao ou pri mo de sua esposa, marido da irma ou prima mais ve lhas da mulher."
OBA-I-ARA.,mao de pilao. Verbo: transiti
OBA-I-ARA.,vo:! ir ou sair ao encontro de. 2 Responder. 3 Contes- tar.
OBA-I-TI.,"transitivo: encontrar, ir ao encon- tro de."
OBA-IUBA.,"(rosto amarelo): medroso, palido de medo."
OBA-IUBA (XE),"intransitivo: empalidecer de me- do, pintar ou tingir de amarelo."
OBA-I-x 0A'-MOIN-A.,"transitivo: por diante de, por cara a cara com."
OBA-I-xCaRA.,transitivo: 1 ir ao encontro de. 2 Responder. 3 Contestar.
OBA-KURUBA,espinha do rosto. Adjetivo: bexiguento (referencia as empolas da variola ou a sua semelhanga).
OBA-KYA,"brusco, toldado (dia, sol, etc.)."
OBA-MOIN-A.,"transitivo: amassar a cabega de, fazer entrada na cabega de."
OBA-NHANG-A,"borrao, nodoa no rosto."
OBA-OK-A.,"transitivo: tirar as bordas de, alar gar."
OBA-PE.,"rosto, face."
OBA-PETEK-A.,transitivo: dar bofetada em.
OBA-PIRANGA.,rosto vermelho.
OBA-POgA'-NONG-A.,transitivo: por cosmaetico no rosto de.
OBA-PuKA,"(rosto risonho): alegre, risonho."
OBA-PU-PUKA,bexiguento.
ObA-PY.,"1 fim, limite. 2 Limiar. 3 Super ficie, parte de cima, parte da frente. ‘‘Entrada da cabega."
OBA-PY-ABA,topete. 2 Carapuga de cera que usa o que vai ser sacrificado.
OBA-PY-KAE-NGATU,cheio ate as bordas sem falhas. 2 Nivelado.
OBA-PITY.,transitivo: cobrir. =ago-I.
OBA-PYTIM'-A ig-),"transitivo: tampar, tapar."
OBA-PYTIMB-ABA.,cobertura.
OBA-PYTIMB-ABA.,"rolha, tampa."
OBA-PYTIMBAB-OK-A,"transitivo: fabrir (caixa, gar rafa), destampar. obA-rang-aba (T-)"
ObA-RANG-ABA iT—;,mascara.
OBA-0,"transitivo:: alargar, tirar as bordas de."
OBA-UN-A,transitivo: pintar o rosto de... a in dlgena.
OBA-YBAK-A.,rosto erguido.
OBY.,"o azul, o verde. Adjetivo: azul, ver- de."
OBY.,"neutro-predicativo: ser azul, ser verde. A 3a. pessoa usa ""c-"". Ex: c-oby: e azul. t-eca r-oby: serem azuis os olhos."
OBY-KANUG0A.,a cor entre o roxo e o doura- do. Adjetivo: roxo-dourado.
OBY-MANDICOBA.,verde-alface.
O-BYRA.,pontudo.
OBY-0-MBYRYBA.,azul tintado a preto.
O-QAB-A.,remendo. Verbo: transitivo: remendar.
O-CANG-A,"(abstrato, por substantivaçao de adjetivo): paciencia, sofrimento."
O-CANG-A,"rer. 0-SANG'-EQE-MO (T-) Adjetivo: dolorido, melindroso, sensi- vel."
OG,"da 3a. pessoa de Verbo: intransitivo: e gerun- dio. Variante de ""o"". Tem funqoes: a) de prefixo- subjetivo: ele(s); b) de Pronome: objetivo-subor- dinado: o(s), a(s); c) de possessivo-reflexivo: seus(s), sua(s). Usa-se antes da palavra iniciada por ""u""."
OG0,"da 3a. pessoa, de verbos intransitivos e gerundio."
"Variante de ""o"". Teit funcoes: a) de","subjetivo: eleCs); b) de Prefixo: objetivo subordinado: o(s), a(s); c) de possessivo-reflexivo: seu(s), sua(s).= og."
OG0-AR-A,"intransitivo: cair, embarcar, nascer, na la. pessoa do plural. Forma assurdda por ""ara"", coin o Prefixo: ""ogu"" (da 3a. pessoa) precedendo-o."
OlA.,"comparativo: semelhante, tanto quanto, suficien te, tantos."
O-I-ABO.,"intransitivo: irregular: 3a. pessoa do Verbo: ""e"" no aerundio: ele dizendo."
OlA-I-AB-I-KHE.,conparativo: iguais.
O-I-E-APAR'-YBY-RI.,dobrado.
OlEPE. Indefinido-,"todo juntos, todos a uma, todos de uma ve"
OlEPE. Indefinido-,", a uma. Numeral: cardinal: um. Em tupinamba e angepe. oIEPE-bE. Indefinido: so, sozinho, solitario."
OlEPE-OlEPE.,distributivo: um a um.
OIePE-U-MBe,distributivo: um a um'.
O-IO-A-IURI.,emparelhado pelo pescogo.
"O-IO-AKYP-CE-KUP-UER-I. Particulas agrupadas, com fungao de",distributivo: um atras do outro. Duplicapao dissilabica para pluraliza- cao.
"O-IO-AKYP-UER-I. Particulas agrupadas, coirt funpao de",distributivo: um atras do outro (dois ou mais seres to mados como um todo. —
O-lO-APYR-I.,"parede meia com, vizinho contiguo."
O-IO-I-RU.,agrupativo: um par.
O-IO-PARAB-A.,"intercalado, misturado. Verbo: in - transitivo: intercalar, misturar. 0-I0-PEbS. Particulas agrupadas, com fungao adverbial: bo."
O-lO-FU-BAIA• Particulas agrupadas,"com funcao adverbial: maos voltadas umas para as outras. 0—IO-PU-RE-MO Particulas agrupadas/ com fungao adverbial; todos os de uma especie ou qualidade, ~ o-Ie-po- re-mo"
"Forma reciproca e reflexiva de M pupe"": com, em","den tro de r entre, ein meio de-"
"O-IO-RU-NAMO- Particuias agrupadas, com funçao de",agrupativo: aos pares.
"O-IO-RU-NAMO- Particuias agrupadas, com funçao de",1
O-IO-Y-BIR-I,"distributivo: um emparelhado ao outro, juntos, lado a lado_ Tem sentido prepositlvo"
OKA.,irregular: casa
"OK-A: 1 abrir, tirar, arrancar, arran car o que esta fincado, 2 Contar",diminuir-
OKA-BYTERA.,"irregular: terreiro, conves, praga,"
OKA-I-A,"cercado, choga, curral, galinheiro, quintal, 0KA-i-A( Q —), Substantivo: gaiola, jaula, pocilga"
OKA-tA-MO-NHANG-A,transitivo: fazer gaiola para.
OKA-I-T-YBATE.,casinha na arvore_
OKA-MIRI.,viela. 0-KANGA. Substantivo: irregular: madeiramento para casa. 0-KANG-UERA. Substantivo:: madeiramen to (para casa).
OKA-PUKU,irregular::
OKA-PUKU,rua.
OK-APYRA.,"Irregular: ctnnieira da casa, telhado."
OK-ARA.,"Irregular: terjieiro, praga."
OK-ARA.,rua.
OKA-Rfi-Rfi-KOARA.,caseiro.
OKA-R-UCU.,irregular: grande terreiro. t Nome tu pi de Angra dos Reis. - okara.
OKA-T-EYMA,"avaro, avareza, avarento. Adje tivo: avaro, avarento."
OKA-YBATE,casinha (na arvore para caqar).
OKA-YBY.,piso da casa.
OKA-YBY-I.,a parte interna da casa.
OK-fi-CYM-A,"transitivo: tomar a dianteira a,"
OK-ENA.,"irreqular: entrada da casa, porta da ca- sa."
OK-ENA-Rfi-Rfi-KOARA.,porteiro.
OKEND-ABA.,"irregular: porta ou madeira que tampa uma entrada, tranca."
OKEND-AB-A.,"transitivo: irregular: encerrar, fechar a porta a ou de."
OKENDAB-OK-A.,"transitivo: irregular: abrir (caixa, porta, janela, tampa, etc.) a."
OKENDAP-ABA.,"irregular: faldrava, fechadura, fer- rolho."
OK-E-PYR-A.,"transitivo: adotar, tomar."
OK-UI-A(KE-J.,"intransitivo: perder as folhas, des- folhar."
OK-U-PAGUAMA.,irregular: terreno apropriado para casa.
OK-YBATE.,: fsobrado.
O-KYRA.,folha nova.
O-KYR-A(XE),intransitivo: brotar (em) a(s) pri- meira(s) folha(s).
O-KYTA.,"amparo, esteio."
O-KYTA.,"coluna, mastro. 0-MANO-BAE. Adjetivo: mortal."
O-MONG-UI-A•,transitivo: derrubar ou derrigar as folhas de.
O-MO-NHANG-A.,intransitivo: fazer casa. 0-M0—NHANG-A• Verbo: transitivo: fazer casa para (obje— to direto o futuro dono).
O-NHO-BA-0,"fbeco, rua, travessa. 0-0 Substantivo: carne, polpa, miolo. 0 — OBA—PY-BO. Particulas agrupadas, com funqao prepositiva: de bruqos, de cabega para baixo, emborcado. o- 0 - C u_ CYl-A (g-)(XE) Verbo: intransitivo: estremecer, cris"
O-O-MBO-IR-A-,transitivo: cortar carne. 2J¥¡
O-PA',"e Pronome: indefinidos: todo (s), tudo. Po- de vir antes ou depois do Substantivo: Perdendo o ""o"", pode sufixar-se ao Verbo: como sujeito ou como objeto."
"No gerundio pode ficar antes ou depois de ""-bo"", mas sempre sob a forma ""pa"". Quando vem antes do verbo, pede a conjuga<jao subordinada, mas entre ""opac"" e o","deve vir sempre o Substantivo: ou o Pronome:. A particula interrogativa segue sempre a ""opab-"". Tem muitos compostos."
O-PA A MBO.,: t de
O-PA A MBO.,.
O-PAB.,"e Pronome: indefinidos: todo(s), tudo. Po- de vir antes ou depois do Substantivo: Perdendo o ""o"", pode sufixar-se ao Verbo: como sujeito ou como objeto."
"No gerundio pode ficar antes ou depois de ""-bo"", mas sempre sob a forma ""pa"". Quando vem antes do verbo, pede a conjugacao subordinada, raas entre ""opab"" e o","deve vir sempre o Substantivo: ou o Pronome:. A particula interrogativa segue sempre a ""opab-"". Tem muitos compostos. — o-pa. 0-PA. B-E. Indefinido (composto de ""o-pab""}: todo (a) (s), tudo."
O-pA-KATU MBAE-TETIRUA QOQE. Locugao prepositiva: acima de todas e guaisquer coisas,Todo Pode- roso.
O-PA-KATU MBAE-TETIRUA-E-I-KATU-BAE. Locu^ao prepositiva: acima de todas e quaisquer coisas,f
Todo Poderoso. 0-PA-kO-MBO.,:
Todo Poderoso. 0-PA-kO-MBO.,de
Todo Poderoso. 0-PA-kO-MBO.,.
OPAR-A (XE),"intransitivo: perder-se, errar o ca- minho."
OPE,palpebras.
OPE,vagem.
OPE-ABA,"pestanas. 0P2-BY-PE-BYK-A (T-)(XE) Verbo: intransitivo: cochilar. A du plicacao e iterativa, do modo da a"
OPE-ABA,ao.
OPfi-^Yl-A(XE),predicativo: estar com sono.
OPfi-KYRA.,vagem verde (imadura).
OPe-PIRA.,"ralpebras, a pela das."
OPe-PIR-EKO,tercol.
OPE-PITANG-A (XE),transitivo: conecaran a brotar as folhinhas).
OPE-PUNGI•,vagen cheia ou quase de ve
OPE-PUNGI•,.
OPE-TININGA,vagen seca (nadura).
"OPO-. Pronone objetivo da 2a. pessoa do plural para sujeito das 1as.. S5 se enprega no indicativo, no in perativo, no optativo e no permissivo. Quando precedi. do dele, os verbos nao levan o","""r-"". Depois de ""ono-"" vem so ""e-"". Kunca e usado con' verbos transit_i tivos de pronone agente."
OPO-gOAR-A.,"intransitivo: la. pessoa do plural de ""ara""; cair, enbaragar, nascer. Forma assumida por ""ara"" com os prefixos ""opo"""
OPO-gOAR-A.,"""gu-""."
OPY-A.,"irregular: divisao da casa. tParede, sepa raçao interna da casa."
OPY-KClA.,"irregular: ""tcamara, sala compartimento, guarto."
O-PY-'TA,"'tronco, pe (de arvore), tora.! Fundo (externo). 3 Coto (de langa, de bastao, etc.)."
O-PYTA-E-R-O-BAK-A•,transitivo: governar (embarca- gao). ~ o-pyta-kok-a.
O-PYTA-E-E-O-BAKAB-A,"tcana do leme, leme."
O-PYTI-KCK-A•,transitivo: governar (embarcaçao).
ORe,"objetivo, pessoal, paciente da la.. pessoa do plu ral: nos. Junta-se ao complemento predi- cativo, dispensando os verbos ""ser"" e ""ter"" (que, ali as, nao tem correspondente em tupi). E de rigor em a_l guns modos de Verbo: e e a unica forma que recebe pre- posicoes tdnicas, embora o sirvam tambem as atonas. Se precede um infinito intransitivo, equivale ao sujeito."
ORE-AE.,"pessoal: de realce, da la. pessoa do plural: nos mesmos(as)."
"ORE-BE. Dativo da la. pessoa do plural: a ou para_nos, resultando da regencia de preposigio dativa ao",pessoal:
"ORE-BO. Dativo da la. pessoa do plural, a ou para nos, resultando da regencia de preposiq-ao dativa ao pronone pessoal. = cre foe. 0rS-S.","pessoal: (con realce): nos nesraos (as), 0R0 —. Pronome: pessoal: subjetivo, agente, da la. pessoa do plural (exclusivo): nos. Prefixa aos verbos indican- do o sujeito. S de rigor no ipdicativo, no perir. issi - vo, no inperativo, no optativo, no condicional, exce- to quando os verbos levan pronorues objetivos da la. pessoa. Pode prefixar tamben o cerundio de verbos in- transitivos. Sujeito da la. pessoa do plural, objeto da 2a. do singular. Quando precediao de ""oro-"", os verbos nao levan o Prefixo: ""r-"". Depois dele vem so ""e-"". Kunca e usado cono objeto direto do vcrbos tran sitivos de pronone agente. =""opo-""."
ORO-GCar-?.,"intransitivo: irregular:: cair, enbarcar, nas cer."
ORO-l—ABO.,"transitivo: la. pessoa do plural do gerundio de ""e"": dizendo, pensando (nos), etc."
ORYBA.,"alegre, contente, feii"
ORYBA.,. Substan- tivo: contentamento.
ORYB-A(XE),"intransitivo: alegrar-se, folgar."
ORYB-ETE... MS(XE),"intransitivo: folgar, alegrar- se,"
ORYP-ABA.,"alegria, felicidade, gozo, festa. +Ceu, felicidade, gloria celestial."
"O-TI-APYR-I-BO. Particulas agrupadas, com funcao adverbial: de ponta, na ponta. = o-ti-anua-mbo. 0-0, Gerundio de","intransitivo, ""ur-a"""
"O-UB. Indicativo presente de ""ub-a""","predicativo, na 3a. pessoa: esta ou estao deitado (s),"
"O-UPA. Gerundio de ""ub-a""","predicativo, na 3a. pessoa: estando ele(s) deitado(a)(s)."
O-YPYR-A,irregular: 1 zelador da casa da pessoa ausente. 2 Ovo inde
O-YPYR-A,.
O-YPYR-EYMA,"ausencia (do lugar ou da casa), Adjetivo: ausente (da casa ou do lugar), p'"
S5 se aplica nos casos em que o sujeito fala consigo mesmo. Vem depois do,"e mesmo do Sufixo: ""ne""."
"Significa sim, pois, Em resposta a, por exemplo, ""mobyr mobyr?"" = auanto? ""pa"" significa: sao alguns ou varios","todo(a)(s), tudo:= -pab."
PA.,"transitivo: lavrar, bater."
PAB.,"todo(s), tudo."
PAB-A.,"peste, mortandade. Verbo: intransitivo: acabar-se, morrer, estar concluido."
PAB-I-lARA.,"pestilencial, mortifero."
P'-AE.,: mesmo?
PAl,paje.
PAl,"Padre. Atribui-se a homems de respeito: principais, feiticeiros, sacerdotes."
PfilA.,"dependurado, sobrecarregado."
PAI ABARE.,Padre.
PAlE.,"paje, feiticeiro."
PAlE.,Padre.
PñlE-AlBA.,paje aliado a espirito malfazejo.
PAIE-ANG'-AlBA.,paje aliado a esplrito malfa- zejo.
PAlE-KATU.,paje aliado a esplrito bom.
PAKA.,"paca, roedor da familia dos cuniculldeos, geneEO Cuniculus."
PAK-A.,"intransitivo: acordar, despertar. Adjetivo:. acordado."
PAK-AIBA.,iritransitivo: levantar-se dormindo.
PAKA-M0,"pacamao, peixe-sapo, bagre-sapo, en- xaroco, nomes de um peixe da familia dos pimelodi- deos, genero Raminus ou Rhamdia."
PAKATI.,toponlmico: nome de Porto Seguro..
PA-KATU.,"todo{s), tudo."
P' AKO.,de aproximapao: esse(a) esses (as).
PAKOBA,"banana-do-brejo, pacova. Em tupinamba e pako."
PAKOB-ETE.,banana-verdadeira.
PAKOB-UQU.,"banana grande, banana da terra."
PAKOB-Y.,vinho de banana.
PAKO-KAA-TINGA.,cana-do-raato.
PAN-A.,"transitivo: bater, desbastar, lavrar. — pin-a(nho-)."
PANAKU.,irregular: cesto oblongo. Astronomia: nome de uma constelapao.
PANAKO-SAMA.,"corda de cesto, que passa pela testa do carregador."
PANAKU—PO—PE-tJAMA.,corda de panaku.
PANAMA.,"borboleta, inseto lepidoptero diurno."
PANA-PANA.,"cornuda, peixe-martelo, nome de um peixe da familia dos esfirnldeos, genero Sphyrna."
PANEMA.,"i covarde, inutil, imprestavel, infeli"
PANEMA.,",, sera sorte, aziago, acovardado. 2 Esteril, vazio."
PANEM-A,"predicativo: ser inutil, ser imprestavel, ser azarado, ser esteril."
PAP-ABA.,fim.
PAPA-QABA.,"transitivo: contagem, numero, letra de music"
PAPA-QABA.,i.
PAPA-QABA.,: Rol.
PAPAR-A.,transitivo: contar. i '
PAPY-KOIA.,bracelete de contas. parS
PARa,"rio caudaloso, mar. Em guarani significa nar."
PARABA.,"'multicor, bicolor, varxegado. 2 Mancha, man chado."
PARAB-OK-A.,transitivo: escolher ou determinar entre varios.
P'-ARAGUA.,variedade de papagaio.
PARA-GUAiJU.,caudal grande. Em guarani e mar- alto.
PARAGUA-KARE.,especie de buzio.
PARANA.,"mar, rio caudaloso, rio volumoso."
PARANA-BORA.,"animal ou ser marinho, habitante do mar. Aplica-se a seres marinhos. Parana-pora apli - ca-se a tudo o que esteja no mar."
PARANA-ENDY.,: reflexo ou resplendor no mar.
PARANA-GUA.,enseada do mar.
PARANA-GUAQU.,oceano.
PARANA-KARE.,especie de crustaceo anomuro.
PARANA-PORA.,"maritimo, tudo o que esteja no mar."
PARANG-A.,"intransitivo: resvalar, bater de raspao."
PARA-PARAB-A.,mancha. Verbo: transitivo: man- char. A duplicacao e de intensidade.
FARAR-ANG-A.,intransitivo: rodar.
PARATI.,especie de tainha. Botânica: especie de planta.
PARATI-YBA.,"antebirago, cana de brago."
PARATY-YBA.,"antebrago, cana de brago."
PAREC'-ARA.,"mensageiro, enviado."
PARE<IAR-A.-CUPE.,transitivo: convidar para festim.
PARl,"coxo, manco."
PARU.,"paru,. peixe da familia dos estronateidas, genero Seserinus, tambem chamado peixe-enxada e pei xe-frade."
PATA-GUl,"steira, estrado de bambu."
PATA-KERA.,meretri
PATA-KERA.,.
PATAKU.,"armadilha,"
PATI-GUA.,canastra de folhas de palmeira.
PATU-GUA.,canastra de folhas de palmeira. +
PATUK-A,"transitivo; apisoar, machucar, bater, lavar, esmagar."
PAU.,"intervalo, meio, vao, espaco."
PAY,Padre.
PAY-AB -UNA,: jesuita.
PAY-A-PINA.,"tPadre aparente pelo cabelo): pa- dre-leigo,"
PAY-TUKURA.,", talve"
PAY-TUKURA.,"pelo ca- pus): capuchinho, franciscano."
PE.,"paciente da 2a. pessoa do plural: vos,"
PE,"pessoal, agente, subjetivo, da 2a. pessoa do plural, objeto da 2a. do plural. Prefixa aos verbos, indicando o sujeito. E de rigor no indicativo, no permissivo, no ootativo e no condicional, exceto quando o Verbo: leva Pronome: objetivo: da 2a. pessoa do plural, Prefixa tambem o gerundio de verbos in- transitivos: vos."
"PE. Particula, geralmente rege o participio, l qaba 11, com funçoes: a) adverbial: com, ""-mente 11 j b) causal: como, desde que, ja que, pois que, porque, uma vez que","visto que? c) dativa: a, para; d) direcional: a, para, ate; e) gerundiva ou infinitiva, seguida de ""-reme""; f) locativa: em, a; g) objetiva; por, em busca de? h) temporal: ja, es- ta em tempo (seguida de ''uma ™). Apos nasal e ""me""."
PE,"verbal de interrogacao, Indica que a pessoa que fala esta perguntando, e pospoe-"
PE,e ao termo sobre o qual recai a pergunta. Ex.: xe-im-me ere~ker-pe?:
PE.,"irregular: caminho, estrada, A paiavra caminho na aceg gao do portugues encontra equivalente em ""plara""."
PE. Partlcula com,"negativo: porque,"
PE,"classificatorio: casca, casco, cama, crosta, superficie- Tratam-se de substantivos que perdem sua primitiva natureza, tornando-se pre- fixo,"
PE.,transitivo:
PE.,"aauecer, esquentar. 2 liuminar."
PE,"transitivo: criar crosta (a ferida),"
PEA.,"transitivo: apartar, separar, dividir, deixar de, parar, afastar, excluir."
PE-AgAB-A.,"desembarcadouro, caminho ou estrada do sertao para o mar, escoadouro. Verbo: intransiti- vo: atravessar o caminho."
PE-AE.,pessoal: vos mesinos.
PE-APYRA.,"apartado, etc."
PE-APYRA.,Excomungado.
PEBA.,largura.
PE-BUR-A,transitivo: criar crosta (a ferida). - pe (xe).
PEQE,"transitivo: principar, encetar."
PEQE-AR-A.,transitivo: partir em peda
PEQE-AR-A.,"os, despeda"
PEQE-AR-A.,"ar, dividir."
PEgE-MB' OERA.,": pedago, merabro separado do corpo."
PEgfi-O.,"transitivo: tirar pedagos, partir em pedagos. 2 Principar, encetar. 5, ai, e nasala"
PEgfi-O.,"ao de ""ok"" de- pois ""ong."
PEgfi-ONG-A.,"transitivo: 1 partir em pedaqros, tirar peda"
PEgfi-ONG-A.,"os. 2 Encetar, principiar.= pe"
PEgfi-ONG-A.,e-o.
PE-gYMA.,"liso, escorregadio."
PE E.,pessoal: vos mesmos.
PE E.,"ao ""-reme”."
PEfi,"pessoal, da 2a. pessoa do plural, enfatico: v5s."
PEfi AE.,pessoal: v5s mesmos.
PEfi fi,pessoal: v5s mesmos.= pee
PEfi-ME.,pessoal: regido por preposiqao para vos.
PEE-MO.,pessoal: regido por preposigao dativa: a ou para vos.
PE-GUI.,"serum, soro."
PE-GOI,"intransitivo: dessorar, converter em soro, converter em serum."
PEII,"de carinho: manal. Particu- la vocativa: eia! sus¡ (2a. pessoa do plural e pede gerundio). Nasala-se em ""neil""."
PE-I-ABO.,"transitivo: irregular, na 2a. pessoa do plural do gerundio de ""e"""
PE-I-fi,"transitivo: irregular: ""e"", na 2a. pessoa do plu- ral do indicativo: dizeis."
PE-TEPE.,"objetivo: vos. Usa-se quando o objeto dire to e da la. pessoa de qualquer numero e o sujeito e da 2a, pessoa do piural. Para a 2a. do singular 6 simplemesnte ""iepe'"
PEI-NE-RO1,: eia pois!
PE-IO-AQ-AQABA.,encruzilhado. A duplicaçao e de realce.
PE-IO-A^AP-ABA.,encruzilhada.
PE-IOR-I.,"intransitivo: ""ura"""
PEl-U.,"""iur"""
PEIR-A.,transitivo: varrer.
PEI-R5!,: eia pois!
PE-I-TYKA.,"peitica, ave da familia dos tirani- deos."
PEI-U.,transitivo: soprar.= py-
PEKA.,"transitivo:'abrir, romper. 2 Atravessar."
PEKAI. A,"transitivo: cutucar, tocar furtivamente."
PE-KATU-NHEJ,da 2a. pessoa do plural: depressa! eial
PE-KOA.,"intransitivo, na 2a. pessoa do plural do im- perativo irregular de ""go”"
PE-KUA-BEENG-A.,transitivo-relativo: mostrar o cami- nho.
PE-KOA-MEENG-A.,transitivo-relativo: mostrar o cami- nho.
PE-kO-GUA-BEENG-A.,transitivo-relativo: mostrar o ca- minho.
PE-KO-GOA-MEENG-A.,'transitivo-relztivo: mostrar o ca- minho.
PE-kOA-I.,"intransitivo, na 2a. pessoa do plural do im perativo irregular de "" ç6 """
PE-KO-GUA-PABA.,"baliza da estrada, indicaçao do caminho."
PEMA.,"penca. Adjetivo: 1 esquinado, anguloso, arre bitado. 2 Atilado. Em tupinamba e pe."
PEM-A,factivo: estar arrebitado.
PEM-A.,transitivor
PEM-A.,"atalhar, tranqar, cercar, cortar caminho a ou de. Em tupinamba e pe. 2 Tecer (rede, cesto, etc.)."
PE-MIM-A.,"intransitJ. vo: cercar, murar."
PE-MIM-A.,31
Pfi-MIMB-ABA;,"cerca, cercado, valado. - py-atjaba."
PEN-A.,"intransitivo: 1 fender-se, partir-se, quebrar-se."
PEN-A.,Render.
PENA - RANGA.,rotulafanatomia).
PENEI-ANHE HE GOy!,: eia!
PENEI-... KOYTEI,agora! chegou a hora!
PENGA.,"sobrinho (s), filho(a) (s) do irmao ou primo da mulher."
PENG'-ATY.,mulher do sobrinho.
Pfi-OK-A.,"transitivo: descascar, escamar, esfolar, ti- rar da casca."
PEPEK-A.,"intransitivo: bater asas, revoar, revolutear, cordear as velas, relingar a vela."
PE-PO.,": asa, pena da asa, pena da flecha, barbatana, ave de asa e asa da ave."
PE-PO-AT&-YBA.,pena de que se fa
PE-PO-AT&-YBA.,caneta.
PEPOK-A,transitivo: criar crosta (a ferida).
Pfi-PC-KANGA.,"osso da asa, barbatana. pfi-PO-MOIN-A. Verbo: transitivo: emplumar."
PE-PO OK-A.,transitivo: depenar a asa a.
PE—PO—POar-A.,transitivo: emplumar.
PE-P'-U.,corda ou abja de passar pelo ombro.
PEPYKA.,festa.
PEPYR-A.,transitivo: festa de comer e beber:
PE-PYTERA.,irregular: estrada.
PERE.,bago.
PEREBA.,"ferida, chaga,"
PEREREK-A.,"intransitivo: bater as asas, ir aos saltos."
PERERU.,"ferreiro. E das poucas palavras portu- guesas aceitas pelo tupi, mas com alteraçao fonetica."
PERO.,"portugues. E das poucas pala - vras portuguesas aceitas pelo tupi, mas com alteraçao fonetica. Equivale a Pero, Pedro,"
PE-RUR-I.,"transitivo:, na 2a. pessoa do plural do imperativo: trazei."
PETEK-A.,"transitivo: bater com a palma da mao, dar pal mada em."
PETYMA.,"fumo, tabaco. Em tupinamba e pety."
PETYMB-U.,"intransitivo: fumar, soprar fumo, tragar fumo, dar e trazer fumo a."
PETY'MB - U-ABA.,"cachimbo. Ictiologia: agulhao, peixe da familia dos belonideos, genero Strongylura."
PEU.,pus.
PEUMA.,"genro, marido da filha ou sobrinha."
PEYBA.,"1 trilhado, seguido. 2 Limpo."
PE-YPY.,entrada da aldeia.
PE-YPY-KOIA.,encruzilhada.
PI.,"transitivo: picar (vespa, formiga)."
PIAI,5 filho!
PlA.,"instransitivo: desviar-se do caminho,"
PIA.,bouba.
PIA.,"transitivo: acobertar, cobrir."
PIABA.,"piaba, peixe da familia dos caracideos, genero Brycon."
PIA^ABA.,"vespera, vigilia."
PI-ASAB-A.,transitivo: tecer. Subs
PI-ASAB-A.,"tantivo: teia, tecido, tela, tranqado."
Plfi-Ii,: filhinho!
PlARA.,caminho.
PlAR-A.,"transitivo: cercar, escudar, defender, sitiar. pIar-amo. Verbo: factivo: estar ern busca de, estar a cata de."
Plfi-RO.,"transitivo: esperar agachado, esperar escondi- do a passagem de."
PIK-A.,transitivo: clarear. - pyk-a.
PIK-A(JU.,"pomba, ave da familia dos Columbideos, genero Columbia."
PIK-E-PEBA.,"rolinha, fogo-pagou, pequena ave da familia dos columbideos, genero Scardafella."
PIK-I-TINGA.,"enchova, peixinho da famxlia dos pomatomideos, genero Pomatomus."
P'IKO. Particula agrupada por contraçao a,"Significa por aproximacao a ""ser""(verbo)."
PI-KOROIA.,pclc grooca.
PI-KUl,": bolha na pele, care- pa, caspa."
PI-KUl-MO-MEMUA.,transitivo: esfregar as bolhas da pele.
PI-KUl-PINIMA.,"fogo-pagou, pequena ave da fa- milia dos columbideos, genero Scardafella."
PI-KYYRA.,filha da prima da mulher.
PI-MO-MEMUA.,transitivo: esfregar as bolhas da pele.
Pl-MONDfi,"bolha da pele, carepa, caspa."
PIN-A.,"transitivo: rapar, raspar, lavrar, cor- tar (raspando)."
PINDA.,"ouriqo, insetlvoro da familia dos eretizon- tideos, genero Coendon ou Chaetomys. Substantivo: anzol."
PINDA-^AMA.,": li- nha de anzol, linha de pescar."
PINDA-Q! A-MUKU.,linha grossa de pescar.
PINDA-QA-PO-I-,linha fina de pescar.
PINDA-QA-PO-KUPUBA.,linha grossa de pescar.
PINDA-E-ITYK-A.,intransitivo: pescar com anzol.
PINDA-E-ITYK-ARA.,pescado.
PINDA-GOaQU,"anzol de ferro, anzol de raetal."
PINDA-IBA.,"especie de ourigo. No norte e ""pinda-una"", ou vulgarmente pinauna ou ourigo-do-mar."
PINDA-MO-NHANG-A.,transitivo: fazer anzol.
PINDA-MO-NHANG-ARA.,t ° que fa
PINDA-MO-NHANG-ARA.,"anzol, anzoleiro."
PINDA-PORA.,: peixe apanhado com anzoL. pindA-poranga pirA-ikE
PINDA-PORANGA,"feli 2, de sorte, nc. pesca com anzol."
PINDA-TINGA.,anzol para pargo.
PINDA-TING-UQU.,anzol para pargo. - pinda-tinga
PINDA-UNA.,"especie de ourigo, chamado vulgarmente pinauna ou ouri"
PINDA-UNA.,o-do-mar.
PINDA-YBA.,vara de pescar.
PINDOBA.,"paima, palmeira. Em tupinamba e pindo."
PINDOB-Y.,rio das palmeiras.
PINHA.,pinhao. S forma portuguesa adotada pelo tupi. Em guarani e kuri.
PINIMA.,"pintado, iualhado, manchado. Substantivo: mancha, pinta."
PINI—PINIM-A.,"mancha. Adjetivo: pintadinho, malhadinho, todo pintado, cheio de pintas. A dupli- caçao e de intensidade."
PI-PIN-A.,"transitivo: beslicar, pinicar"
